"NEGERI","year","week","No_of_dengue_case"
"MALAYSIA",2011," 51","429"
"PERLIS",2012," 51","0"
"KEDAH",2012," 51","15"
"PULAU PINANG",2012," 51","16"
"PERAK",2012," 51","26"
"SELANGOR",2012," 51","226"
"WPKL/PUTRAJAYA",2012," 51","56"
"N.SEMBILAN",2012," 51","12"
"MELAKA",2012," 51","4"
"JOHOR",2012," 51","40"
"PAHANG",2012," 51","13"
"TERENGGANU",2012," 51","10"
"KELANTAN",2012," 51","41"
"SARAWAK",2012," 51","41"
"SABAH",2012," 51","21"
"LABUAN",2012," 51","0"
"MALAYSIA",2012," 51","521"
"PERLIS",2013," 51","3"
"KEDAH",2013," 51","15"
"PULAU PINANG",2013," 51","33"
"PERAK",2013," 51","152"
"SELANGOR",2013," 51","1306"
"WPKL/PUTRAJAYA",2013," 51","87"
"N.SEMBILAN",2013," 51","67"
"MELAKA",2013," 51","75"
"JOHOR",2013," 51","149"
"PAHANG",2013," 51","25"
"TERENGGANU",2013," 51","21"
"KELANTAN",2013," 51","20"
"SARAWAK",2013," 51","27"
"SABAH",2013," 51","24"
"LABUAN",2013," 51","0"
"MALAYSIA",2013," 51","2004"
"PERLIS",2014," 51","10"
"KEDAH",2014," 51","28"
"PULAU PINANG",2014," 51","179"
"PERAK",2014," 51","448"
"SELANGOR",2014," 51","1545"
"WPKL/PUTRAJAYA",2014," 51","140"
"N.SEMBILAN",2014," 51","38"
"MELAKA",2014," 51","45"
"JOHOR",2014," 51","173"
"PAHANG",2014," 51","107"
"TERENGGANU",2014," 51","43"
"KELANTAN",2014," 51","56"
"SARAWAK",2014," 51","95"
"SABAH",2014," 51","42"
"LABUAN",2014," 51","0"
"MALAYSIA",2014," 51","2949"
"PERLIS",2015," 51",NA
"KEDAH",2015," 51",NA
"PULAU PINANG",2015," 51",NA
"PERAK",2015," 51",NA
"SELANGOR",2015," 51",NA
"WPKL/PUTRAJAYA",2015," 51",NA
"N.SEMBILAN",2015," 51",NA
"MELAKA",2015," 51",NA
"JOHOR",2015," 51",NA
"PAHANG",2015," 51",NA
"TERENGGANU",2015," 51",NA
"KELANTAN",2015," 51",NA
"SARAWAK",2015," 51",NA
"SABAH",2015," 51",NA
"LABUAN",2015," 51",NA
"MALAYSIA",2015," 51","0"
"PERLIS",2010," 52","1"
"KEDAH",2010," 52","9"
"PULAU PINANG",2010," 52","37"
"PERAK",2010," 52","40"
"SELANGOR",2010," 52","188"
"WPKL/PUTRAJAYA",2010," 52","40"
"N.SEMBILAN",2010," 52","4"
"MELAKA",2010," 52","8"
"JOHOR",2010," 52","51"
"PAHANG",2010," 52","27"
"TERENGGANU",2010," 52","18"
"KELANTAN",2010," 52","21"
"SARAWAK",2010," 52","29"
"SABAH",2010," 52","14"
"LABUAN",2010," 52","0"
"MALAYSIA",2010," 52","487"
"PERLIS",2011," 52","2"
"KEDAH",2011," 52","7"
"PULAU PINANG",2011," 52","24"
"PERAK",2011," 52","24"
"SELANGOR",2011," 52","151"
"WPKL/PUTRAJAYA",2011," 52","33"
"N.SEMBILAN",2011," 52","5"
"MELAKA",2011," 52","7"
"JOHOR",2011," 52","26"
"PAHANG",2011," 52","10"
"TERENGGANU",2011," 52","15"
"KELANTAN",2011," 52","21"
"SARAWAK",2011," 52","16"
"SABAH",2011," 52","4"
"LABUAN",2011," 52","5"
"MALAYSIA",2011," 52","350"
"PERLIS",2012," 52","1"
"KEDAH",2012," 52","13"
"PULAU PINANG",2012," 52","18"
"PERAK",2012," 52","29"
"SELANGOR",2012," 52","204"
"WPKL/PUTRAJAYA",2012," 52","27"
"N.SEMBILAN",2012," 52","16"
"MELAKA",2012," 52","5"
"JOHOR",2012," 52","43"
"PAHANG",2012," 52","12"
"TERENGGANU",2012," 52","4"
"KELANTAN",2012," 52","11"
"SARAWAK",2012," 52","50"
"SABAH",2012," 52","23"
"LABUAN",2012," 52","0"
"MALAYSIA",2012," 52","456"
"PERLIS",2013," 52","4"
"KEDAH",2013," 52","20"
"PULAU PINANG",2013," 52","41"
"PERAK",2013," 52","129"
"SELANGOR",2013," 52","1408"
"WPKL/PUTRAJAYA",2013," 52","94"
"N.SEMBILAN",2013," 52","125"
"MELAKA",2013," 52","44"
"JOHOR",2013," 52","149"
"PAHANG",2013," 52","19"
"TERENGGANU",2013," 52","21"
"KELANTAN",2013," 52","27"
"SARAWAK",2013," 52","19"
"SABAH",2013," 52","20"
"LABUAN",2013," 52","0"
"MALAYSIA",2013," 52","2120"
"PERLIS",2014," 52","4"
"KEDAH",2014," 52","19"
"PULAU PINANG",2014," 52","142"
"PERAK",2014," 52","495"
"SELANGOR",2014," 52","1366"
"WPKL/PUTRAJAYA",2014," 52","128"
"N.SEMBILAN",2014," 52","84"
"MELAKA",2014," 52","55"
"JOHOR",2014," 52","128"
"PAHANG",2014," 52","79"
"TERENGGANU",2014," 52","31"
"KELANTAN",2014," 52","41"
"SARAWAK",2014," 52","96"
"SABAH",2014," 52","33"
"LABUAN",2014," 52","0"
"MALAYSIA",2014," 52","2701"
"PERLIS",2015," 52",NA
"KEDAH",2015," 52",NA
"PULAU PINANG",2015," 52",NA
"PERAK",2015," 52",NA
"SELANGOR",2015," 52",NA
"WPKL/PUTRAJAYA",2015," 52",NA
"N.SEMBILAN",2015," 52",NA
"MELAKA",2015," 52",NA
"JOHOR",2015," 52",NA
"PAHANG",2015," 52",NA
"TERENGGANU",2015," 52",NA
"KELANTAN",2015," 52",NA
"SARAWAK",2015," 52",NA
"SABAH",2015," 52",NA
"LABUAN",2015," 52",NA
"MALAYSIA",2015," 52","0"
